HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
15004	OR2AS1P	olfactory receptor family 2 subfamily AS member 1 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
31248	OR2AS2P	olfactory receptor family 2 subfamily AS member 2 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
15145	OR2AT1P	olfactory receptor family 2 subfamily AT member 1 pseudogene	Approved			11q13.4	AP001972		OR2	Olfactory receptors, family 2	149
19619	OR2AT2P	olfactory receptor family 2 subfamily AT member 2 pseudogene	Approved			11q13.4		NG_004337	OR2	Olfactory receptors, family 2	149
19620	OR2AT4	olfactory receptor family 2 subfamily AT member 4	Approved			11q13.4	BK004820	NM_001005285	OR2	Olfactory receptors, family 2	149
31249	OR2B11	olfactory receptor family 2 subfamily B member 11	Approved			1q44		NM_001004492	OR2	Olfactory receptors, family 2	149
13966	OR2B2	olfactory receptor family 2 subfamily B member 2	Approved	OR2B9	hs6M1-10, OR6-1, OR2B2Q	6p22.1	Z98744		OR2	Olfactory receptors, family 2	149
8238	OR2B3	olfactory receptor family 2 subfamily B member 3	Approved	OR2B3P	OR6-4	6p22.1			OR2	Olfactory receptors, family 2	149
8239	OR2B4P	olfactory receptor family 2 subfamily B member 4 pseudogene	Approved		hs6M1-22	6p22.2-p21.32			OR2	Olfactory receptors, family 2	149
8241	OR2B6	olfactory receptor family 2 subfamily B member 6	Approved	OR2B6P, OR2B1, OR2B1P, OR2B5	OR6-31, dJ408B20.2, OR5-40, OR5-41	6p22.1	U86275		OR2	Olfactory receptors, family 2	149
13967	OR2B7P	olfactory receptor family 2 subfamily B member 7 pseudogene	Approved		hs6M1-31P	6p22.1			OR2	Olfactory receptors, family 2	149
13968	OR2B8P	olfactory receptor family 2 subfamily B member 8 pseudogene	Approved	OR2B8	hs6M1-29P	6p22.1			OR2	Olfactory receptors, family 2	149
31250	OR2BH1P	olfactory receptor family 2 subfamily BH member 1 pseudogene	Approved			11p14.1			OR2	Olfactory receptors, family 2	149
8242	OR2C1	olfactory receptor family 2 subfamily C member 1	Approved	OR2C2P	OLFmf3	16p13.3	AF098664		OR2	Olfactory receptors, family 2	149
15005	OR2C3	olfactory receptor family 2 subfamily C member 3	Approved	OR2C4, OR2C5P	OST742	1q44	BC030717	NM_198074	OR2	Olfactory receptors, family 2	149
8244	OR2D2	olfactory receptor family 2 subfamily D member 2	Approved	OR2D1	OR11-610, hg27	11p15.4	AB065824	NM_003700	OR2	Olfactory receptors, family 2	149
15146	OR2D3	olfactory receptor family 2 subfamily D member 3	Approved			11p15.4	BK004294	NM_001004684	OR2	Olfactory receptors, family 2	149
15507	OR2E1P	olfactory receptor family 2 subfamily E member 1 pseudogene	Approved	OR2E1, OR2E2	hs6M1-9, hs6M1-9p, HS29K1, HSNH0569I24	6p22-p21.3	AC005678		OR2	Olfactory receptors, family 2	149
8246	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	Approved	OR2F4, OR2F5, OR2F3, OR2F3P	OLF3, OR7-140, OR7-139, OR14-60	7q35	U56421		OR2	Olfactory receptors, family 2	149
8247	OR2F2	olfactory receptor family 2 subfamily F member 2	Approved		OR7-1	7q35			OR2	Olfactory receptors, family 2	149
8251	OR2G1P	olfactory receptor family 2 subfamily G member 1 pseudogene	Approved		OST619, hs6M1-25	6p22.2-p21.32			OR2	Olfactory receptors, family 2	149
15007	OR2G2	olfactory receptor family 2 subfamily G member 2	Approved			1q44	BK004472		OR2	Olfactory receptors, family 2	149
15008	OR2G3	olfactory receptor family 2 subfamily G member 3	Approved			1q44	BK004417		OR2	Olfactory receptors, family 2	149
27019	OR2G6	olfactory receptor family 2 subfamily G member 6	Approved			1q44		XM_372842	OR2	Olfactory receptors, family 2	149
8252	OR2H1	olfactory receptor family 2 subfamily H member 1	Approved	OR2H6, OR2H8	OR6-2	6p22.1	AF044491		OR2	Olfactory receptors, family 2	149
8253	OR2H2	olfactory receptor family 2 subfamily H member 2	Approved		hs6M1-12	6p22.1			OR2	Olfactory receptors, family 2	149
8255	OR2H4P	olfactory receptor family 2 subfamily H member 4 pseudogene	Approved		OR6-3, OR2H4, hs6M1-7, dJ80I19.6	6p22.2-p21.31			OR2	Olfactory receptors, family 2	149
8256	OR2H5P	olfactory receptor family 2 subfamily H member 5 pseudogene	Approved		OR2H5, hs6M1-13, HS271M21	6p22.2-p21.31	AF042075		OR2	Olfactory receptors, family 2	149
8258	OR2I1P	olfactory receptor family 2 subfamily I member 1 pseudogene	Approved	OR2I1, OR2I3P, OR2I4P, OR2I2	HS6M1-14	6p22.1	AC004179		OR2	Olfactory receptors, family 2	149
8259	OR2J1	olfactory receptor family 2 subfamily J member 1 (gene/pseudogene)	Approved	OR2J1P	OR6-5, hs6M1-4, dJ80I19.2	6p22.1		NG_004683	OR2	Olfactory receptors, family 2	149
8260	OR2J2	olfactory receptor family 2 subfamily J member 2	Approved		OR6-8, hs6M1-6, dJ80I19.4	6p22.1			OR2	Olfactory receptors, family 2	149
8261	OR2J3	olfactory receptor family 2 subfamily J member 3	Approved		OR6-6	6p22.1			OR2	Olfactory receptors, family 2	149
8262	OR2J4P	olfactory receptor family 2 subfamily J member 4 pseudogene	Approved		OR6-9, hs6M1-5, dJ80I19.5	6p22.2-p21.31			OR2	Olfactory receptors, family 2	149
8264	OR2K2	olfactory receptor family 2 subfamily K member 2	Approved	OR2AR1P	HTPCRH06, HSHTPCRH06	9q31.3	X64977	NM_205859	OR2	Olfactory receptors, family 2	149
19578	OR2L13	olfactory receptor family 2 subfamily L member 13	Approved	OR2L14		1q44	BC028158	NM_175911	OR2	Olfactory receptors, family 2	149
8265	OR2L1P	olfactory receptor family 2 subfamily L member 1 pseudogene	Approved	OR2L1, OR2L7P	HTPCRX02, HSHTPCRX02	1q44	X64980	NR_002145	OR2	Olfactory receptors, family 2	149
8266	OR2L2	olfactory receptor family 2 subfamily L member 2	Approved	OR2L4P, OR2L12	HTPCRH07, HSHTPCRH07	1q44	X64978	NM_001004686	OR2	Olfactory receptors, family 2	149
15009	OR2L3	olfactory receptor family 2 subfamily L member 3	Approved			1q44	AB065950	NM_001004687	OR2	Olfactory receptors, family 2	149
15011	OR2L5	olfactory receptor family 2 subfamily L member 5	Approved	OR2L11, OR2L5P		1q44			OR2	Olfactory receptors, family 2	149
15012	OR2L6P	olfactory receptor family 2 subfamily L member 6 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
15014	OR2L8	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)	Approved			1q44	BK004459		OR2	Olfactory receptors, family 2	149
15015	OR2L9P	olfactory receptor family 2 subfamily L member 9 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
8267	OR2M1P	olfactory receptor family 2 subfamily M member 1 pseudogene	Approved	OR2M1	OST037	1q44	AF308814	NR_002141	OR2	Olfactory receptors, family 2	149
8268	OR2M2	olfactory receptor family 2 subfamily M member 2	Approved		OST423, OR2M2Q	1q44	AF399616	NM_001004688	OR2	Olfactory receptors, family 2	149
8269	OR2M3	olfactory receptor family 2 subfamily M member 3	Approved	OR2M6, OR2M3P	OST003	1q44		NM_001004689	OR2	Olfactory receptors, family 2	149
8270	OR2M4	olfactory receptor family 2 subfamily M member 4	Approved		HTPCRX18, TPCR100, HSHTPCRX18, OST710	1q44	X64992	NM_017504	OR2	Olfactory receptors, family 2	149
19576	OR2M5	olfactory receptor family 2 subfamily M member 5	Approved	OR2M5P		1q44		NM_001004690	OR2	Olfactory receptors, family 2	149
19594	OR2M7	olfactory receptor family 2 subfamily M member 7	Approved			1q44	BK004486	NM_001004691	OR2	Olfactory receptors, family 2	149
8271	OR2N1P	olfactory receptor family 2 subfamily N member 1 pseudogene	Approved		OR6-7	6p22.2-p21.31	AJ132194		OR2	Olfactory receptors, family 2	149
8272	OR2P1P	olfactory receptor family 2 subfamily P member 1 pseudogene	Approved		hs6M1-26	6p22.1			OR2	Olfactory receptors, family 2	149
8273	OR2Q1P	olfactory receptor family 2 subfamily Q member 1 pseudogene	Approved		OR7-2	7q33-q35	AC004853		OR2	Olfactory receptors, family 2	149
8274	OR2R1P	olfactory receptor family 2 subfamily R member 1 pseudogene	Approved	OR2R1	OST058	7q35		NG_004373.2	OR2	Olfactory receptors, family 2	149
8275	OR2S1P	olfactory receptor family 2 subfamily S member 1 pseudogene	Approved		OST611	9p13.3			OR2	Olfactory receptors, family 2	149
8276	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)	Approved			9p13.3	AL135841	NM_019897	OR2	Olfactory receptors, family 2	149
8277	OR2T1	olfactory receptor family 2 subfamily T member 1	Approved		OR1-25	1q44	U86215		OR2	Olfactory receptors, family 2	149
19573	OR2T10	olfactory receptor family 2 subfamily T member 10	Approved			1q44		NM_001004693	OR2	Olfactory receptors, family 2	149
19574	OR2T11	olfactory receptor family 2 subfamily T member 11 (gene/pseudogene)	Approved		OR2T11Q	1q44	BK004476	NM_001001964	OR2	Olfactory receptors, family 2	149
19592	OR2T12	olfactory receptor family 2 subfamily T member 12	Approved			1q44	BK004485	NM_001004692	OR2	Olfactory receptors, family 2	149
14725	OR2T2	olfactory receptor family 2 subfamily T member 2	Approved	OR2T2P		1q44	BK004462	NM_001004136	OR2	Olfactory receptors, family 2	149
31252	OR2T27	olfactory receptor family 2 subfamily T member 27	Approved			1q44		NM_001001824	OR2	Olfactory receptors, family 2	149
31253	OR2T29	olfactory receptor family 2 subfamily T member 29	Approved			1q44		NM_001004694	OR2	Olfactory receptors, family 2	149
14727	OR2T3	olfactory receptor family 2 subfamily T member 3	Approved			1q44		NM_001005495	OR2	Olfactory receptors, family 2	149
31254	OR2T32P	olfactory receptor family 2 subfamily T member 32 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
31255	OR2T33	olfactory receptor family 2 subfamily T member 33	Approved			1q44		NM_001004695	OR2	Olfactory receptors, family 2	149
31256	OR2T34	olfactory receptor family 2 subfamily T member 34	Approved			1q44	BK004477	NM_001001821	OR2	Olfactory receptors, family 2	149
31257	OR2T35	olfactory receptor family 2 subfamily T member 35	Approved			1q44	BK004475	NM_001001827	OR2	Olfactory receptors, family 2	149
15016	OR2T4	olfactory receptor family 2 subfamily T member 4	Approved		OR2T4Q	1q44	BK004464	NM_001004696	OR2	Olfactory receptors, family 2	149
15017	OR2T5	olfactory receptor family 2 subfamily T member 5	Approved			1q44	BK004465	NM_001004697	OR2	Olfactory receptors, family 2	149
15018	OR2T6	olfactory receptor family 2 subfamily T member 6	Approved	OR2T6P, OR2T9	OST703	1q44	AF399481	NM_001005471	OR2	Olfactory receptors, family 2	149
15019	OR2T7	olfactory receptor family 2 subfamily T member 7	Approved	OR2T7P	OST723	1q44			OR2	Olfactory receptors, family 2	149
15020	OR2T8	olfactory receptor family 2 subfamily T member 8	Approved	OR2T8P		1q44		NM_001005522	OR2	Olfactory receptors, family 2	149
8278	OR2U1P	olfactory receptor family 2 subfamily U member 1 pseudogene	Approved	OR2AU1P	hs6M1-24	6p22.2-p21.32		NM_001080842	OR2	Olfactory receptors, family 2	149
8279	OR2U2P	olfactory receptor family 2 subfamily U member 2 pseudogene	Approved		hs6M1-23	6p22.2-p21.32			OR2	Olfactory receptors, family 2	149
8280	OR2V1	olfactory receptor family 2 subfamily V member 1	Approved	OR2V1P	OST265	5q35.3	AB065465		OR2	Olfactory receptors, family 2	149
15341	OR2V2	olfactory receptor family 2 subfamily V member 2	Approved	OR2V3	OST713	5q35.3	AL161615		OR2	Olfactory receptors, family 2	149
8281	OR2W1	olfactory receptor family 2 subfamily W member 1	Approved		hs6M1-15	6p22.1	AL035402		OR2	Olfactory receptors, family 2	149
13970	OR2W2P	olfactory receptor family 2 subfamily W member 2 pseudogene	Approved		hs6M1-30P	6p22.1			OR2	Olfactory receptors, family 2	149
15021	OR2W3	olfactory receptor family 2 subfamily W member 3	Approved	OR2W8P, OR2W3P	OST718	1q44	N75737	NM_001001957	OR2	Olfactory receptors, family 2	149
15071	OR2W4P	olfactory receptor family 2 subfamily W member 4 pseudogene	Approved			6p22.1			OR2	Olfactory receptors, family 2	149
15424	OR2W5	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)	Approved	OR2W5P	OST722	1q44		NM_001004698	OR2	Olfactory receptors, family 2	149
15072	OR2W6P	olfactory receptor family 2 subfamily W member 6 pseudogene	Approved	OR2W7P		6p22.1	AL133267		OR2	Olfactory receptors, family 2	149
31258	OR2X1P	olfactory receptor family 2 subfamily X member 1 pseudogene	Approved			1q44			OR2	Olfactory receptors, family 2	149
14837	OR2Y1	olfactory receptor family 2 subfamily Y member 1	Approved			5q35.3	AB065676	XM_068682	OR2	Olfactory receptors, family 2	149
15391	OR2Z1	olfactory receptor family 2 subfamily Z member 1	Approved	OR2Z2		19p13.2	AC008753		OR2	Olfactory receptors, family 2	149
8282	OR3A1	olfactory receptor family 3 subfamily A member 1	Approved		OLFRA03, OR40, OR17-40	17p13.3	X80391		OR3	Olfactory receptors, family 3	150
8283	OR3A2	olfactory receptor family 3 subfamily A member 2	Approved		OLFRA04, OR228, OR17-228	17p13.3	U04713		OR3	Olfactory receptors, family 3	150
8284	OR3A3	olfactory receptor family 3 subfamily A member 3	Approved	OR3A6, OR3A7, OR3A8P	OR17-201, OR17-137, OR17-16	17p13.2	U04688		OR3	Olfactory receptors, family 3	150
15510	OR3A4P	olfactory receptor family 3 subfamily A member 4 pseudogene	Approved	OR3A4		17p13.3	BK004695	NM_001005334	OR3	Olfactory receptors, family 3	150
14839	OR3B1P	olfactory receptor family 3 subfamily B member 1 pseudogene	Approved			Xq28	AF277315		OR3	Olfactory receptors, family 3	150
25339	OR3D1P	olfactory receptor family 3 subfamily D member 1 pseudogene	Approved			1q44			OR3	Olfactory receptors, family 3	150
15147	OR4A10P	olfactory receptor family 4 subfamily A member 10 pseudogene	Approved	OR4A25P		11q11			OR4	Olfactory receptors, family 4	151
15148	OR4A11P	olfactory receptor family 4 subfamily A member 11 pseudogene	Approved			11q11	AC011829		OR4	Olfactory receptors, family 4	151
15149	OR4A12P	olfactory receptor family 4 subfamily A member 12 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15150	OR4A13P	olfactory receptor family 4 subfamily A member 13 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15151	OR4A14P	olfactory receptor family 4 subfamily A member 14 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15152	OR4A15	olfactory receptor family 4 subfamily A member 15	Approved			11q11	AB065776	NM_001005275	OR4	Olfactory receptors, family 4	151
15153	OR4A16	olfactory receptor family 4 subfamily A member 16	Approved		OR4A16Q	11q11	AB065519	NM_001005274	OR4	Olfactory receptors, family 4	151
15154	OR4A17P	olfactory receptor family 4 subfamily A member 17 pseudogene	Approved	OR4A22P		11q11			OR4	Olfactory receptors, family 4	151
15155	OR4A18P	olfactory receptor family 4 subfamily A member 18 pseudogene	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
15156	OR4A19P	olfactory receptor family 4 subfamily A member 19 pseudogene	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
8289	OR4A1P	olfactory receptor family 4 subfamily A member 1 pseudogene	Approved	OR4A20P	OR11-30	11p11.12	AF065869		OR4	Olfactory receptors, family 4	151
15158	OR4A21P	olfactory receptor family 4 subfamily A member 21 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15159	OR4A2P	olfactory receptor family 4 subfamily A member 2 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15160	OR4A3P	olfactory receptor family 4 subfamily A member 3 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
31259	OR4A40P	olfactory receptor family 4 subfamily A member 40 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31260	OR4A41P	olfactory receptor family 4 subfamily A member 41 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31261	OR4A42P	olfactory receptor family 4 subfamily A member 42 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31262	OR4A43P	olfactory receptor family 4 subfamily A member 43 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31263	OR4A44P	olfactory receptor family 4 subfamily A member 44 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31264	OR4A45P	olfactory receptor family 4 subfamily A member 45 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31265	OR4A46P	olfactory receptor family 4 subfamily A member 46 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31266	OR4A47	olfactory receptor family 4 subfamily A member 47	Approved			11p11.2	BK004380	NM_001005512	OR4	Olfactory receptors, family 4	151
31267	OR4A48P	olfactory receptor family 4 subfamily A member 48 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
31268	OR4A49P	olfactory receptor family 4 subfamily A member 49 pseudogene	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
15161	OR4A4P	olfactory receptor family 4 subfamily A member 4 pseudogene	Approved	OR4A4		11q11			OR4	Olfactory receptors, family 4	151
15162	OR4A5	olfactory receptor family 4 subfamily A member 5	Approved			11q11	AB065506	NM_001005272	OR4	Olfactory receptors, family 4	151
31269	OR4A50P	olfactory receptor family 4 subfamily A member 50 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15163	OR4A6P	olfactory receptor family 4 subfamily A member 6 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15164	OR4A7P	olfactory receptor family 4 subfamily A member 7 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15165	OR4A8	olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)	Approved	OR4A8P		11q11			OR4	Olfactory receptors, family 4	151
15166	OR4A9P	olfactory receptor family 4 subfamily A member 9 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
8290	OR4B1	olfactory receptor family 4 subfamily B member 1	Approved		OST208	11p11.2	AB065848	NM_001005470	OR4	Olfactory receptors, family 4	151
8291	OR4B2P	olfactory receptor family 4 subfamily B member 2 pseudogene	Approved		hg449	11p11.2			OR4	Olfactory receptors, family 4	151
14800	OR4C10P	olfactory receptor family 4 subfamily C member 10 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
15167	OR4C11	olfactory receptor family 4 subfamily C member 11	Approved	OR4C11P		11q11	AB065774	NM_001004700	OR4	Olfactory receptors, family 4	151
15168	OR4C12	olfactory receptor family 4 subfamily C member 12	Approved			11p11.12	BK004413	NM_001005270	OR4	Olfactory receptors, family 4	151
15169	OR4C13	olfactory receptor family 4 subfamily C member 13	Approved			11p11.12	AB065750	NM_001001955	OR4	Olfactory receptors, family 4	151
15170	OR4C14P	olfactory receptor family 4 subfamily C member 14 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
15171	OR4C15	olfactory receptor family 4 subfamily C member 15	Approved			11q11	BK004319	NM_001001920	OR4	Olfactory receptors, family 4	151
15172	OR4C16	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene)	Approved			11q11	AB065773	NM_001004701	OR4	Olfactory receptors, family 4	151
8292	OR4C1P	olfactory receptor family 4 subfamily C member 1 pseudogene	Approved	OR4C1	HTPCRX11, HSHTPCRX11	11q11	X64985	NG_002184	OR4	Olfactory receptors, family 4	151
14696	OR4C2P	olfactory receptor family 4 subfamily C member 2 pseudogene	Approved	OR4C8P		11p11.2			OR4	Olfactory receptors, family 4	151
14697	OR4C3	olfactory receptor family 4 subfamily C member 3	Approved			11p11.2	AB065567	NM_001004702	OR4	Olfactory receptors, family 4	151
31270	OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
31271	OR4C46	olfactory receptor family 4 subfamily C member 46	Approved			11q11		NM_001004703	OR4	Olfactory receptors, family 4	151
31272	OR4C48P	olfactory receptor family 4 subfamily C member 48 pseudogene	Approved			11p11.12		NG_004421	OR4	Olfactory receptors, family 4	151
31273	OR4C49P	olfactory receptor family 4 subfamily C member 49 pseudogene	Approved			11p11.12			OR4	Olfactory receptors, family 4	151
14700	OR4C4P	olfactory receptor family 4 subfamily C member 4 pseudogene	Approved	OR4C17P, OR4C17	OR4C47P	11q12.1			OR4	Olfactory receptors, family 4	151
14702	OR4C5	olfactory receptor family 4 subfamily C member 5 (gene/pseudogene)	Approved	OR4C5P	OR4C5Q	11p11.2		NG_002247	OR4	Olfactory receptors, family 4	151
31274	OR4C50P	olfactory receptor family 4 subfamily C member 50 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
14743	OR4C6	olfactory receptor family 4 subfamily C member 6	Approved			11q11	CR593785	NM_001004704	OR4	Olfactory receptors, family 4	151
14768	OR4C7P	olfactory receptor family 4 subfamily C member 7 pseudogene	Approved			11q11			OR4	Olfactory receptors, family 4	151
14796	OR4C9P	olfactory receptor family 4 subfamily C member 9 pseudogene	Approved			11p11.2			OR4	Olfactory receptors, family 4	151
8293	OR4D1	olfactory receptor family 4 subfamily D member 1	Approved	OR4D3	TPCR16	17q22	X89670		OR4	Olfactory receptors, family 4	151
15173	OR4D10	olfactory receptor family 4 subfamily D member 10	Approved	OR4D10P	OST711	11q12.1	AB065808	NM_001004705	OR4	Olfactory receptors, family 4	151
15174	OR4D11	olfactory receptor family 4 subfamily D member 11	Approved	OR4D11P		11q12.1	AB065810	NM_001004706	OR4	Olfactory receptors, family 4	151
19587	OR4D12P	olfactory receptor family 4 subfamily D member 12 pseudogene	Approved	OR7E103P		4p16.3		NG_004296	OR4	Olfactory receptors, family 4	151
8294	OR4D2	olfactory receptor family 4 subfamily D member 2	Approved			17q22			OR4	Olfactory receptors, family 4	151
14852	OR4D5	olfactory receptor family 4 subfamily D member 5	Approved			11q24.1	BK004316	NM_001001965	OR4	Olfactory receptors, family 4	151
15175	OR4D6	olfactory receptor family 4 subfamily D member 6	Approved			11q12.1	AB065803	NM_001004708	OR4	Olfactory receptors, family 4	151
15176	OR4D7P	olfactory receptor family 4 subfamily D member 7 pseudogene	Approved		OST724	11q12.1			OR4	Olfactory receptors, family 4	151
15177	OR4D8P	olfactory receptor family 4 subfamily D member 8 pseudogene	Approved			11q12.1			OR4	Olfactory receptors, family 4	151
15178	OR4D9	olfactory receptor family 4 subfamily D member 9	Approved			11q12.1	AB065861	NM_001004711	OR4	Olfactory receptors, family 4	151
8296	OR4E1	olfactory receptor family 4 subfamily E member 1 (gene/pseudogene)	Approved	OR4E1P		14q11.2			OR4	Olfactory receptors, family 4	151
8297	OR4E2	olfactory receptor family 4 subfamily E member 2	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15076	OR4F13P	olfactory receptor family 4 subfamily F member 13 pseudogene	Approved			15q26.3	AB065564, AY792621	NR_046417	OR4	Olfactory receptors, family 4	151
15077	OR4F14P	olfactory receptor family 4 subfamily F member 14 pseudogene	Approved	OR4F14		15q26.3	AB065901		OR4	Olfactory receptors, family 4	151
15078	OR4F15	olfactory receptor family 4 subfamily F member 15	Approved			15q26.3	BK004405	NM_001001674	OR4	Olfactory receptors, family 4	151
15079	OR4F16	olfactory receptor family 4 subfamily F member 16	Approved			1p36.33		NM_001005277	OR4	Olfactory receptors, family 4	151
15381	OR4F17	olfactory receptor family 4 subfamily F member 17	Approved	OR4F19, OR4F11P, OR4F18		19p13.3	AC005605		OR4	Olfactory receptors, family 4	151
8298	OR4F1P	olfactory receptor family 4 subfamily F member 1 pseudogene	Approved	OR4F1	HSDJ0609N19	6p25.3			OR4	Olfactory receptors, family 4	151
19583	OR4F21	olfactory receptor family 4 subfamily F member 21	Approved	OR4F21P		8p23.3			OR4	Olfactory receptors, family 4	151
31229	OR4F28P	olfactory receptor family 4 subfamily F member 28 pseudogene	Approved			15q26.3			OR4	Olfactory receptors, family 4	151
31275	OR4F29	olfactory receptor family 4 subfamily F member 29	Approved			1p36.33		NM_001005221	OR4	Olfactory receptors, family 4	151
8299	OR4F2P	olfactory receptor family 4 subfamily F member 2 pseudogene	Approved		OR4F2, hs6M1-11, S191N21	11p15.5			OR4	Olfactory receptors, family 4	151
8300	OR4F3	olfactory receptor family 4 subfamily F member 3	Approved			5q35.3	AC004908		OR4	Olfactory receptors, family 4	151
8301	OR4F4	olfactory receptor family 4 subfamily F member 4	Approved		OR4F18	15q26.3		NM_001004195	OR4	Olfactory receptors, family 4	151
14825	OR4F5	olfactory receptor family 4 subfamily F member 5	Approved			1p36.33	AB065592	NM_001005484	OR4	Olfactory receptors, family 4	151
15372	OR4F6	olfactory receptor family 4 subfamily F member 6	Approved	OR4F12		15q26.3	AC025234		OR4	Olfactory receptors, family 4	151
15089	OR4F7P	olfactory receptor family 4 subfamily F member 7 pseudogene	Approved	OR4F10		6q27	AC069287		OR4	Olfactory receptors, family 4	151
15395	OR4F8P	olfactory receptor family 4 subfamily F member 8 pseudogene	Approved	OR4F20P, OR4F9P		19p13.3	AC016626		OR4	Olfactory receptors, family 4	151
31276	OR4G11P	olfactory receptor family 4 subfamily G member 11 pseudogene	Approved			1p36.33		NG_004423	OR4	Olfactory receptors, family 4	151
8302	OR4G1P	olfactory receptor family 4 subfamily G member 1 pseudogene	Approved	OR4G8P	OLB	19p13.3			OR4	Olfactory receptors, family 4	151
8303	OR4G2P	olfactory receptor family 4 subfamily G member 2 pseudogene	Approved	OR4G7P		15q26.3	AF282024	NG_003201	OR4	Olfactory receptors, family 4	151
8304	OR4G3P	olfactory receptor family 4 subfamily G member 3 pseudogene	Approved	OR4G3, OR4G5P	OLC, OLC-7501	19p13.3			OR4	Olfactory receptors, family 4	151
14822	OR4G4P	olfactory receptor family 4 subfamily G member 4 pseudogene	Approved			1p36.33		NG_004148	OR4	Olfactory receptors, family 4	151
15039	OR4G6P	olfactory receptor family 4 subfamily G member 6 pseudogene	Approved			15q26.3	AC005604		OR4	Olfactory receptors, family 4	151
19433	OR4H12P	olfactory receptor family 4 subfamily H member 12 pseudogene	Approved	OR4H12	C14orf14	14p13			OR4	Olfactory receptors, family 4	151
8312	OR4H6P	olfactory receptor family 4 subfamily H member 6 pseudogene	Approved	OR4H9P, OR4H10P, OR4H5P, OR4H11P, OR4H5, OR4H7, OR4H7P, OR4H2P, OR4H3P, OR4H11, OR4H2, OR4H3, OR4H1P, OR4H4P, OR4H10, OR4H4, OR4H8P, OR4H8	OR15-71, OR4H6, OR15-82, OR4H9, OR5-39, OR5-84, OR4-114, OR4-115, OR4-119, OR15-69, OR15-80, OR15-81, OR14-58	15q11.2	U86230		OR4	Olfactory receptors, family 4	151
14726	OR4K1	olfactory receptor family 4 subfamily K member 1	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15402	OR4K11P	olfactory receptor family 4 subfamily K member 11 pseudogene	Approved		OR21-1	21q11.2	AF546490	NG_004161	OR4	Olfactory receptors, family 4	151
15403	OR4K12P	olfactory receptor family 4 subfamily K member 12 pseudogene	Approved		OR21-2	21q11.2		NG_004160	OR4	Olfactory receptors, family 4	151
15351	OR4K13	olfactory receptor family 4 subfamily K member 13	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15352	OR4K14	olfactory receptor family 4 subfamily K member 14	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15353	OR4K15	olfactory receptor family 4 subfamily K member 15	Approved		OR4K15Q	14q11.2			OR4	Olfactory receptors, family 4	151
15354	OR4K16P	olfactory receptor family 4 subfamily K member 16 pseudogene	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
15355	OR4K17	olfactory receptor family 4 subfamily K member 17	Approved			14q11.2			OR4	Olfactory receptors, family 4	151
